Date;Академгородок;Дрокино;Кировский;КрАЗ;Ленина, 41;Минино;о. Молокова;Николаевка;Овинный-Таймыр;Партизана, 3г;Песчанка;Покровка;Шахтеров, 25;Солонцы;Спутник;Светлый;Свердловский;о. Татышев;Телевизорная, 1/31;Удачный;Ветлужанка
2019-05-31;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6
2019-06-01;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7
2019-06-02;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4
2019-06-03;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3
2019-06-04;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6
2019-06-05;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4
2019-06-06;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9
2019-06-07;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5
2019-06-08;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8
2019-06-09;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1
2019-06-10;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9
2019-06-11;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1
2019-06-12;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5
2019-06-13;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4
2019-06-14;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3
2019-06-15;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6
2019-06-16;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4
2019-06-17;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2
2019-06-18;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2
2019-06-19;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5
2019-06-20;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2019-06-21;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
2019-06-22;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7
2019-06-23;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2019-06-24;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
2019-06-25;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1
2019-06-26;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6
2019-06-27;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2019-06-28;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2019-06-29;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
2019-06-30;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2
2019-07-01;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7
2019-07-02;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
2019-07-03;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9
2019-07-04;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2019-07-05;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4
2019-07-06;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2
2019-07-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2019-07-08;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9
2019-07-09;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4
2019-07-10;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9
2019-07-11;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
2019-07-12;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3
2019-07-13;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6
2019-07-14;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8
2019-07-15;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3
2019-07-16;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7
2019-07-17;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6
2019-07-18;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1
2019-07-19;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4
2019-07-20;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7
2019-07-21;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2
2019-07-22;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8
2019-07-23;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2
2019-07-24;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6
2019-07-25;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1
2019-07-26;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6
2019-07-27;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2
2019-07-28;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8
2019-07-29;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2019-07-30;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6
2019-07-31;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5
2019-08-01;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2019-08-02;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2019-08-03;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8
2019-08-04;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2019-08-05;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
2019-08-06;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5
2019-08-07;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8
2019-08-08;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6
2019-08-09;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
2019-08-10;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5
2019-08-11;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2019-08-12;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4
2019-08-13;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2
2019-08-14;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9
2019-08-15;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1
2019-08-16;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
2019-08-17;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2019-08-18;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4
2019-08-19;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2019-08-20;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2
2019-08-21;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9
2019-08-22;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6
2019-08-23;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7
2019-08-24;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3
2019-08-25;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4
2019-08-26;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2019-08-27;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3
2019-08-28;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1
2019-08-29;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7
2019-08-30;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7
2019-08-31;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1
2019-09-01;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9;1.9
2019-09-02;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2019-09-03;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9
2019-09-04;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3
2019-09-05;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1
2019-09-06;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2019-09-07;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8
2019-09-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2019-09-09;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
2019-09-10;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4
2019-09-11;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5
2019-09-12;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3
2019-09-13;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7;3.7
2019-09-14;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2
2019-09-15;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9;3.9
2019-09-16;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6
2019-09-17;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
2019-09-18;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6
2019-09-19;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7;2.7
2019-09-20;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5
2019-09-21;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8
2019-09-22;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6
2019-09-23;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6
2019-09-24;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
2019-09-25;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8
2019-09-26;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
2019-09-27;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2
2019-09-28;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5
2019-09-29;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
2019-09-30;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5
2019-10-01;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9
2019-10-02;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4
2019-10-03;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
2019-10-04;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1;3.1
2019-10-05;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4
2019-10-06;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4
2019-10-07;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2;3.2
2019-10-08;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
2019-10-09;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
2019-10-10;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
2019-10-11;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3;3.3
2019-10-12;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
2019-10-13;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8
2019-10-14;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.1
2019-10-15;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2
2019-10-16;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9
2019-10-17;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.7
2019-10-18;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
2019-10-19;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.1
2019-10-20;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3;2.3
2019-10-21;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8
2019-10-22;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3
2019-10-23;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3;4.3
2019-10-24;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3
2019-10-25;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5;5.5
2019-10-26;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4;3.4
2019-10-27;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6
2019-10-28;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6
2019-10-29;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9
